book_names,author_pages,no_of_pages,no_of_ratings,avg_rating,my_rating,date_added,date_read,image_sources,image_name,name
"Cesetler Merdiveni (Miss Marple, #3)",https://www.goodreads.com/author/show/123715.Agatha_Christie,174.0,128040,3.81,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345021185l/15829343._SX50_.jpg,www/cover_1134.png,Agatha Christie
"Zehri Kim Verdi (Superintendent Battle, #4)",https://www.goodreads.com/author/show/123715.Agatha_Christie,190.0,32753,3.77,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677252632l/13512869._SX50_.jpg,www/cover_1135.png,Agatha Christie
On Küçük Zenci,https://www.goodreads.com/author/show/123715.Agatha_Christie,191.0,1616032,4.27,4.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310368399l/12008285._SX50_.jpg,www/cover_1136.png,Agatha Christie
Uykuda Sevilen Kızlar,https://www.goodreads.com/author/show/8550.Yasunari_Kawabata,131.0,9206,3.6,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430178843l/25024604._SY75_.jpg,www/cover_1137.png,Yasunari Kawabata
Karanlıktaki Adam,https://www.goodreads.com/author/show/296961.Paul_Auster,167.0,11831,3.63,4.0,"June 15, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319826939l/12973027._SY75_.jpg,www/cover_1138.png,Paul Auster
Bir Gün Daha,https://www.goodreads.com/author/show/2331.Mitch_Albom,200.0,161750,4.13,3.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359574960l/13611499._SX50_.jpg,www/cover_1139.png,Mitch Albom
İhanet Noktası,https://www.goodreads.com/author/show/630.Dan_Brown,511.0,700516,3.77,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1716139306l/63278417._SY75_.jpg,www/cover_1140.png,Dan Brown
Dr. Jekyll ve Mr. Hyde'in Tuhaf Hikayesi,https://www.goodreads.com/author/show/854076.Robert_Louis_Stevenson,119,665406,3.83,5.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415567516l/22877056._SX50_.jpg,www/cover_1141.png,Robert Louis Stevenson
Shantaram,https://www.goodreads.com/author/show/18907.Gregory_David_Roberts,933,239628,4.28,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348702924l/816552._SY75_.jpg,www/cover_1142.png,Gregory David Roberts
Şeytan ve Genç Kadın,https://www.goodreads.com/author/show/566.Paulo_Coelho,168,74612,3.62,3.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466886380l/11971547._SY75_.jpg,www/cover_1143.png,Paulo Coelho
Körlük,https://www.goodreads.com/author/show/1285555.Jos_Saramago,339,338590,4.18,5.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344528137l/15812978._SY75_.jpg,www/cover_1144.png,José Saramago
Kara Acı,https://www.goodreads.com/author/show/191147.Nina_Berberova,81,180,3.77,4.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567033584l/24749885._SY75_.jpg,www/cover_1145.png,Nina Berberova
Lady Chatterley'in Sevgilisi,https://www.goodreads.com/author/show/17623.D_H_Lawrence,368,137883,3.5,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426895056l/17667724._SY75_.jpg,www/cover_1146.png,D.H. Lawrence
Piedra Irmağının Kıyısında Oturdum Ağladım,https://www.goodreads.com/author/show/566.Paulo_Coelho,212,109370,3.57,4.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310000450l/1474375._SY75_.jpg,www/cover_1147.png,Paulo Coelho
Brida,https://www.goodreads.com/author/show/566.Paulo_Coelho,264,84095,3.51,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403772793l/68591._SX50_.jpg,www/cover_1148.png,Paulo Coelho
Bu İşte Bir Yalnızlık Var,https://www.goodreads.com/author/show/1076523.Tuna_Kiremit_i,200,752,2.78,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328475082l/3237162._SX50_.jpg,www/cover_1149.png,Tuna Kiremitçi
Kolera Günlerinde Aşk,https://www.goodreads.com/author/show/13450.Gabriel_Garc_a_M_rquez,448,547082,3.94,5.0,"November 14, 2025",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465396206l/25046163._SY75_.jpg,www/cover_1150.png,Gabriel García Márquez
Veronika Ölmek İstiyor,https://www.goodreads.com/author/show/566.Paulo_Coelho,200,242667,3.74,3.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472385076l/6538385._SY75_.jpg,www/cover_1151.png,Paulo Coelho
Bir Çift Yürek,https://www.goodreads.com/author/show/18209.Marlo_Morgan,224,23562,3.78,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309955233l/11963328._SX50_.jpg,www/cover_1152.png,Marlo Morgan
Yüzyıllık Yalnızlık,https://www.goodreads.com/author/show/13450.Gabriel_Garc_a_M_rquez,464,1105201,4.12,5.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382595738l/8653211._SY75_.jpg,www/cover_1153.png,Gabriel García Márquez
Yabancı,https://www.goodreads.com/author/show/957894.Albert_Camus,119,1401945,4.03,5.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385758031l/9269274._SY75_.jpg,www/cover_1154.png,Albert Camus
"Melekler ve Şeytanlar (Robert Langdon, #1)",https://www.goodreads.com/author/show/630.Dan_Brown,574,3398321,3.95,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275742102l/8390753._SY75_.jpg,www/cover_1155.png,Dan Brown
Zâhir,https://www.goodreads.com/author/show/566.Paulo_Coelho,316,83046,3.58,3.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1324661341l/6558700._SY75_.jpg,www/cover_1156.png,Paulo Coelho
Beşinci Çocuk,https://www.goodreads.com/author/show/7728.Doris_Lessing,149,24813,3.64,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402390483l/22451296._SY75_.jpg,www/cover_1157.png,Doris Lessing
"Ölüm Sessiz Geldi (Hercule Poirot, #1)",https://www.goodreads.com/author/show/123715.Agatha_Christie,256,507341,4.0,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321355009l/13062129._SX50_.jpg,www/cover_1158.png,Agatha Christie
Ayrılık Valsi,https://www.goodreads.com/author/show/6343.Milan_Kundera,227,20083,3.87,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295146658l/10232770._SY75_.jpg,www/cover_1159.png,Milan Kundera
Gülüşün ve Unutuşun Kitabı,https://www.goodreads.com/author/show/6343.Milan_Kundera,264,54331,3.95,4.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370881908l/10116465._SY75_.jpg,www/cover_1160.png,Milan Kundera
Buddenbrooklar - Bir Ailenin Çöküşü,https://www.goodreads.com/author/show/19405.Thomas_Mann,831,35692,4.2,5.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448045857l/14623592._SY75_.jpg,www/cover_1161.png,Thomas Mann
Yanlış,https://www.goodreads.com/author/show/3139952._,204,4380,4.27,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431989249l/24517677._SY75_.jpg,www/cover_1162.png,Αντώνης Σαμαράκης
The Curious Incident of the Dog in the Night-Time,https://www.goodreads.com/author/show/1050.Mark_Haddon,226,1597745,3.89,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479863624l/1618._SY75_.jpg,www/cover_1163.png,Mark Haddon
Ressamın Elkitabı,https://www.goodreads.com/author/show/1285555.Jos_Saramago,280,1826,3.54,4.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442341398l/15834430._SY75_.jpg,www/cover_1164.png,José Saramago
Annemin Öğretmediği Şarkılar,https://www.goodreads.com/author/show/4386089.Sel_uk_Altun,176,310,3.23,4.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1285788728l/9419428._SX50_.jpg,www/cover_1165.png,Selçuk Altun
Varolmanın Dayanılmaz Hafifliği,https://www.goodreads.com/author/show/6343.Milan_Kundera,320,544188,4.11,4.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382172517l/6795566._SX50_.jpg,www/cover_1166.png,Milan Kundera
Amat,https://www.goodreads.com/author/show/838424._hsan_Oktay_Anar,235,4030,4.3,5.0,"June 09, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1251138906l/4447991._SX50_.jpg,www/cover_1167.png,İhsan Oktay Anar
Empati,https://www.goodreads.com/author/show/84127.Adam_Fawer,689,7966,4.05,2.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471290634l/6521646._SY75_.jpg,www/cover_1168.png,Adam Fawer
Adriana Mater,https://www.goodreads.com/author/show/36378.Amin_Maalouf,98,559,3.39,3.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437772241l/9950485._SY75_.jpg,www/cover_1169.png,Amin Maalouf
Simyacı,https://www.goodreads.com/author/show/566.Paulo_Coelho,166,3570859,3.92,4.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406806477l/6795650._SY75_.jpg,www/cover_1170.png,Paulo Coelho
Siddhartha,https://www.goodreads.com/author/show/1113469.Hermann_Hesse,148,877361,4.08,4.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565108633l/15714175._SY75_.jpg,www/cover_1171.png,Hermann Hesse
Demian - Emil Sinclair'in Gençliğinin Öyküsü,https://www.goodreads.com/author/show/1113469.Hermann_Hesse,200,135712,4.14,4.0,"June 15, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394438655l/15823502._SY75_.jpg,www/cover_1172.png,Hermann Hesse
Cantatrix Sopranica L. ve diğer bilimsel yazılar,https://www.goodreads.com/author/show/15923.Georges_Perec,77,105,3.66,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328383682l/13452668._SX50_.jpg,www/cover_1173.png,Georges Perec
"Bir Küçük Hayalperest ""Verlaine""",https://www.goodreads.com/author/show/25573.Stefan_Zweig,71,234,3.4,3.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469190547l/31195567._SY75_.jpg,www/cover_1174.png,Stefan Zweig
"Hercule Poirot İz Üzerinde (Hercule Poirot, #43)",https://www.goodreads.com/author/show/123715.Agatha_Christie,174,16263,3.91,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310279135l/11997782._SX50_.jpg,www/cover_1175.png,Agatha Christie
Filin Yolculuğu,https://www.goodreads.com/author/show/1285555.Jos_Saramago,200,20714,3.68,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393831013l/20951494._SX50_.jpg,www/cover_1176.png,José Saramago
The Selected Works of T S Spivet,https://www.goodreads.com/author/show/2685732.Reif_Larsen,400,8746,3.88,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332219711l/6364111._SX50_.jpg,www/cover_1177.png,Reif Larsen
Kent ve Tuz,https://www.goodreads.com/author/show/5657.Gore_Vidal,212,10337,3.84,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480273971l/21548547._SX50_.jpg,www/cover_1178.png,Gore Vidal
"Ateşi Yakalamak (Açlık Oyunları , #2)",https://www.goodreads.com/author/show/153394.Suzanne_Collins,407,4156024,4.36,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275904843l/8409357._SY75_.jpg,www/cover_1179.png,Suzanne Collins
Hac,https://www.goodreads.com/author/show/566.Paulo_Coelho,216,68231,3.65,3.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464168993l/12267751._SY75_.jpg,www/cover_1180.png,Paulo Coelho
Sahilde Kafka,https://www.goodreads.com/author/show/3354.Haruki_Murakami,656,548709,4.12,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381567718l/16151182._SX50_.jpg,www/cover_1181.png,Haruki Murakami
Başkan Babamızın Sonbaharı,https://www.goodreads.com/author/show/13450.Gabriel_Garc_a_M_rquez,255,26637,3.86,5.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333608096l/13578823._SY75_.jpg,www/cover_1182.png,Gabriel García Márquez
Yaprak Fırtınası,https://www.goodreads.com/author/show/13450.Gabriel_Garc_a_M_rquez,128,16700,3.66,4.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401714784l/22392055._SY75_.jpg,www/cover_1183.png,Gabriel García Márquez
Son Ada,https://www.goodreads.com/author/show/17853832.Z_lf_Livaneli,148,8086,4.25,5.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333278270l/6234357._SX50_.jpg,www/cover_1184.png,Zülfü Livaneli
Leyla'nın Evi,https://www.goodreads.com/author/show/17853832.Z_lf_Livaneli,272,5313,4.11,4.0,"June 09, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1234209686l/6234364._SX50_.jpg,www/cover_1185.png,Zülfü Livaneli
Sinekli Bakkal,https://www.goodreads.com/author/show/1003078.Halide_Edib_Ad_var,476,3866,3.89,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459973495l/6240207._SY75_.jpg,www/cover_1186.png,Halide Edib Adıvar
Görünmeyen,https://www.goodreads.com/author/show/296961.Paul_Auster,264,23289,3.75,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427580373l/11425101._SY75_.jpg,www/cover_1187.png,Paul Auster
16.50 Treni,https://www.goodreads.com/author/show/123715.Agatha_Christie,288,76474,3.97,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345022500l/15829381._SX50_.jpg,www/cover_1188.png,Agatha Christie
Gizliajans,https://www.goodreads.com/author/show/2867994.Alper_Can_g_z,204,3675,3.81,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379675155l/6315470._SY75_.jpg,www/cover_1189.png,Alper Canıgüz
Kedi Mektupları,https://www.goodreads.com/author/show/1259987.Oya_Baydar,258,488,4.03,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1299691354l/6317366._SX50_.jpg,www/cover_1190.png,Oya Baydar
"813 (Arsen Lüpen Bütün Maceraları, #1)",https://www.goodreads.com/author/show/1569298.Maurice_Leblanc,383,2064,3.96,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356514836l/17182625._SX50_.jpg,www/cover_1191.png,Maurice Leblanc
Bab-ı Esrar,https://www.goodreads.com/author/show/2728829.Ahmet_mit,408,5542,3.8,3.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1727255171l/6330566._SY75_.jpg,www/cover_1192.png,Ahmet Ümit
Sis ve Gece,https://www.goodreads.com/author/show/2728829.Ahmet_mit,270,3498,3.75,5.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546134302l/6357077._SY75_.jpg,www/cover_1193.png,Ahmet Ümit
Beyoğlu Rapsodisi,https://www.goodreads.com/author/show/2728829.Ahmet_mit,408,5327,3.83,3.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368274766l/6357096._SX50_.jpg,www/cover_1194.png,Ahmet Ümit
Kendi Gök Kubbemiz,https://www.goodreads.com/author/show/4406787.Yahya_Kemal_Beyatl_,102,568,4.12,3.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514500317l/6393997._SY75_.jpg,www/cover_1195.png,Yahya Kemal Beyatlı
Bir Deliler Evinin Yalan Yanlış Anlatılan Kısa Tarihi,https://www.goodreads.com/author/show/2837098.Ayfer_Tun_,536,3064,4.41,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404608630l/6442865._SY75_.jpg,www/cover_1196.png,Ayfer Tunç
Sherlock Holmes: Bütün Hikâyeleri 2,https://www.goodreads.com/author/show/2448.Arthur_Conan_Doyle,268,81954,4.48,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412271660l/23298833._SX50_.jpg,www/cover_1197.png,Arthur Conan Doyle
A.Ş.K Neyin Kısaltması?,https://www.goodreads.com/author/show/1076523.Tuna_Kiremit_i,191,187,2.48,2.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409222634l/6480380._SX50_.jpg,www/cover_1198.png,Tuna Kiremitçi
Fatih Harbiye,https://www.goodreads.com/author/show/308611.Peyami_Safa,127,6114,3.62,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586176931l/6482583._SY75_.jpg,www/cover_1199.png,Peyami Safa
Dokuzuncu Hariciye Koğuşu,https://www.goodreads.com/author/show/308611.Peyami_Safa,112,13125,4.03,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585305917l/6482590._SY75_.jpg,www/cover_1200.png,Peyami Safa
Mahallenin Kısmeti,https://www.goodreads.com/author/show/46243.Aziz_Nesin,187,212,4.07,4.0,"June 10, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314538057l/6587039._SX50_.jpg,www/cover_1201.png,Aziz Nesin
Çakırcalı Efe,https://www.goodreads.com/author/show/2882570.Ya_ar_Kemal,182,1065,4.24,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438254030l/6600455._SY75_.jpg,www/cover_1202.png,Yaşar Kemal
Alemdağ'da Var Bir Yılan,https://www.goodreads.com/author/show/628707.Sait_Faik_Abas_yan_k,95,3252,4.17,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1250973436l/6740455._SY75_.jpg,www/cover_1203.png,Sait Faik Abasıyanık
The Notebook,https://www.goodreads.com/author/show/1285555.Jos_Saramago,276,944,3.83,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373998935l/7114856._SY75_.jpg,www/cover_1204.png,José Saramago
Aldatmak,https://www.goodreads.com/author/show/604010.Ahmet_Altan,216,1522,3.05,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351678875l/6786754._SY75_.jpg,www/cover_1205.png,Ahmet Altan
Efrâsiyâb'ın Hikâyeleri,https://www.goodreads.com/author/show/838424._hsan_Oktay_Anar,245,3767,4.14,5.0,"June 09, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1253302799l/6885124._SY75_.jpg,www/cover_1206.png,İhsan Oktay Anar
Bütün Öyküleri,https://www.goodreads.com/author/show/1645153.Yusuf_At_lgan,121,1349,4.12,5.0,"June 09, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476264792l/7004266._SY75_.jpg,www/cover_1207.png,Yusuf Atılgan
Ziyan,https://www.goodreads.com/author/show/938489.Hakan_G_nday,352,1587,4.1,4.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1255890363l/7005576._SY75_.jpg,www/cover_1208.png,Hakan Günday
Kabil,https://www.goodreads.com/author/show/1285555.Jos_Saramago,139,33971,3.97,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320245290l/12995884._SX50_.jpg,www/cover_1209.png,José Saramago
Babylon Revisited and Other Stories,https://www.goodreads.com/author/show/3190.F_Scott_Fitzgerald,260,5847,3.98,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389048207l/12165._SY75_.jpg,www/cover_1210.png,F. Scott Fitzgerald
İçimizdeki Şeytan,https://www.goodreads.com/author/show/116623.Sabahattin_Ali,268,23417,4.3,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418561596l/7093555._SY75_.jpg,www/cover_1211.png,Sabahattin Ali
Kara Leke,https://www.goodreads.com/author/show/1734716.Jussi_Adler_Olsen,468,48153,3.89,4.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408268066l/22926410._SY75_.jpg,www/cover_1212.png,Jussi Adler-Olsen
Ayaşlı ile Kiracıları,https://www.goodreads.com/author/show/3269989.Memduh_evket_Esendal,256,1589,3.65,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684528392l/7258999._SX50_.jpg,www/cover_1213.png,Memduh Şevket Esendal
"Alaycı Kuş (Açlık Oyunları, #3)",https://www.goodreads.com/author/show/153394.Suzanne_Collins,416,3720601,4.12,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1292674380l/9947735._SY75_.jpg,www/cover_1214.png,Suzanne Collins
Kaçkınlar,https://www.goodreads.com/author/show/1543755.Ferit_Edg_,86,143,3.87,3.0,"June 15, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429740980l/7313506._SY75_.jpg,www/cover_1215.png,Ferit Edgü
Transit Yolcular,https://www.goodreads.com/author/show/3230341.M_ge_plik_i,140,10,2.7,2.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1260717015l/7315114._SX50_.jpg,www/cover_1216.png,Müge İplikçi
Allah'ın Kızları,https://www.goodreads.com/author/show/102434.Nedim_G_rsel,288,201,2.93,2.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1261247188l/7361863._SX50_.jpg,www/cover_1217.png,Nedim Gürsel
Tatlı Rüyalar,https://www.goodreads.com/author/show/2867994.Alper_Can_g_z,186,4835,3.95,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1261553653l/7388207._SY75_.jpg,www/cover_1218.png,Alper Canıgüz
"Oğullar ve Rencide Ruhlar (Alper Kamu, #1)",https://www.goodreads.com/author/show/2867994.Alper_Can_g_z,204,8528,4.17,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1261553580l/7388232._SY75_.jpg,www/cover_1219.png,Alper Canıgüz
Korkma Ben Varım,https://www.goodreads.com/author/show/3309862.Murat_Mente_,424,3612,4.11,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1263248283l/7544517._SY75_.jpg,www/cover_1220.png,Murat Menteş
Sarı Sıcak,https://www.goodreads.com/author/show/2882570.Ya_ar_Kemal,235,790,4.08,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438121793l/7634317._SY75_.jpg,www/cover_1221.png,Yaşar Kemal
Veciz Sözler,https://www.goodreads.com/author/show/3351237.Bar_B_ak_,111,1385,4.19,5.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474613751l/7663738._SY75_.jpg,www/cover_1222.png,Barış Bıçakçı
Bir Süre Yere Paralel Gittikten Sonra,https://www.goodreads.com/author/show/3351237.Bar_B_ak_,136,2620,4.05,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382170916l/7686361._SY75_.jpg,www/cover_1223.png,Barış Bıçakçı
Aramızdaki En Kısa Mesafe,https://www.goodreads.com/author/show/3351237.Bar_B_ak_,99,2800,3.85,4.0,"June 04, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265186044l/7686368._SX50_.jpg,www/cover_1224.png,Barış Bıçakçı
Bizim Büyük Çaresizliğimiz,https://www.goodreads.com/author/show/3351237.Bar_B_ak_,167,7867,4.12,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382170751l/7686395._SY75_.jpg,www/cover_1225.png,Barış Bıçakçı
Dost - Yaşamasız,https://www.goodreads.com/author/show/2837090.V_s_at_O_Bener,268,395,4.01,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437829430l/7691233._SY75_.jpg,www/cover_1226.png,Vüs'at O. Bener
Bay Muannit Sahtegi'nin Notları,https://www.goodreads.com/author/show/2837090.V_s_at_O_Bener,81,278,3.84,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265283008l/7691270._SY75_.jpg,www/cover_1227.png,Vüs'at O. Bener
Canistan,https://www.goodreads.com/author/show/1645153.Yusuf_At_lgan,78,1451,3.9,5.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476264836l/7692066._SY75_.jpg,www/cover_1228.png,Yusuf Atılgan
Ekmek Elden Süt Memeden,https://www.goodreads.com/author/show/1645153.Yusuf_At_lgan,67,90,3.84,4.0,"June 09, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438356194l/7692067._SX50_.jpg,www/cover_1229.png,Yusuf Atılgan
Çıplak Ayaklıydı Gece,https://www.goodreads.com/author/show/2728829.Ahmet_mit,112,678,3.42,4.0,"June 01, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332590602l/13558772._SY75_.jpg,www/cover_1230.png,Ahmet Ümit
Sır,https://www.goodreads.com/author/show/1259947.Nermin_Bezmen,450,494,3.74,3.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298890582l/7761896._SX50_.jpg,www/cover_1231.png,Nermin Bezmen
Kıskanmak,https://www.goodreads.com/author/show/3397381.Nahid_S_rr_rik,222,1334,4.03,5.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546387936l/7795072._SY75_.jpg,www/cover_1232.png,Nahid Sırrı Örik
Yolda Üç Kişi,https://www.goodreads.com/author/show/1076523.Tuna_Kiremit_i,208,273,2.84,4.0,"June 02, 2015",not set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1268334574l/7848889._SX50_.jpg,www/cover_1233.png,Tuna Kiremitçi
