book_names,author_pages,no_of_pages,no_of_ratings,avg_rating,my_rating,date_added,date_read,image_sources,image_name,name
Kadının Fendi,https://www.goodreads.com/author/show/211631.Erlend_Loe,136,4599,3.52,3.0,"October 26, 2020","Oct 27, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573233735l/48733632._SY75_.jpg,www/cover_424.png,Erlend Loe
Ayrılık Çeşmesi Sokağı,https://www.goodreads.com/author/show/4386089.Sel_uk_Altun,148,459,3.37,4.0,"October 24, 2020","Oct 25, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590701292l/53588627._SY75_.jpg,www/cover_425.png,Selçuk Altun
The Discomfort of Evening,https://www.goodreads.com/author/show/47519335.Lucas_Rijneveld,282,38437,3.44,4.0,"October 20, 2020","Oct 23, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576211183l/49374086._SY75_.jpg,www/cover_426.png,Lucas Rijneveld
The Known World,https://www.goodreads.com/author/show/33.Edward_P_Jones,388,45152,3.84,3.0,"September 27, 2020","Oct 17, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538134660l/67._SY75_.jpg,www/cover_427.png,Edward P. Jones
Orada Bir Yerde,https://www.goodreads.com/author/show/17027201.Engin_T_rkgeldi,96,690,4.21,5.0,"January 04, 2020","Oct 14, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496816527l/35381982._SY75_.jpg,www/cover_428.png,Engin Türkgeldi
Centuria - Yüz Küçük Irmak Roman,https://www.goodreads.com/author/show/503758.Giorgio_Manganelli,214,916,4.1,5.0,"July 22, 2016","Oct 11, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461943535l/15762801._SY75_.jpg,www/cover_429.png,Giorgio Manganelli
"Parable of the Sower (Earthseed, #1)",https://www.goodreads.com/author/show/29535.Octavia_E_Butler,329,263355,4.19,5.0,"September 12, 2020","Sep 24, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1676133792l/41161349._SY75_.jpg,www/cover_430.png,Octavia E. Butler
"Şeker Portakalı (Zeze, #1)",https://www.goodreads.com/author/show/30091.Jos_Mauro_de_Vasconcelos,184,84340,4.38,4.0,"January 08, 2018","Sep 23, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431595380l/13490314._SY75_.jpg,www/cover_431.png,José Mauro de Vasconcelos
Hadrianus'un Anıları,https://www.goodreads.com/author/show/7732.Marguerite_Yourcenar,318,35989,4.22,2.0,"February 02, 2018","Sep 11, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442692173l/13516289._SY75_.jpg,www/cover_432.png,Marguerite Yourcenar
Daha da Fazla Kumkurdu,https://www.goodreads.com/author/show/5536424._sa_Lind,100,503,4.58,5.0,"September 09, 2020","Sep 11, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437503889l/25952739._SX50_.jpg,www/cover_433.png,Åsa Lind
Outline,https://www.goodreads.com/author/show/46051.Rachel_Cusk,249,70359,3.67,4.0,"September 06, 2020","Sep 08, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582143144l/40176913._SY75_.jpg,www/cover_434.png,Rachel Cusk
In the Dream House,https://www.goodreads.com/author/show/6860265.Carmen_Maria_Machado,251,161898,4.38,4.0,"August 15, 2020","Aug 22, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547869259l/43317482._SX50_.jpg,www/cover_435.png,Carmen Maria Machado
Daha Fazla Kumkurdu,https://www.goodreads.com/author/show/5536424._sa_Lind,96,600,4.56,5.0,"August 16, 2020","Aug 16, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437503998l/25952751._SX50_.jpg,www/cover_436.png,Åsa Lind
Benyusuf,https://www.goodreads.com/author/show/1257076.Sezgin_Kaymaz,248,377,4.26,4.0,"August 08, 2020","Aug 14, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573070449l/48663177._SX50_.jpg,www/cover_437.png,Sezgin Kaymaz
Near to the Wild Heart,https://www.goodreads.com/author/show/86098.Clarice_Lispector,192,17283,4.02,3.0,"July 24, 2020","Aug 08, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1656574131l/153425._SX50_.jpg,www/cover_438.png,Clarice Lispector
Pippi Uzunçorap Büyük Okyanus'ta,https://www.goodreads.com/author/show/410653.Astrid_Lindgren,136,18919,4.12,4.0,"July 22, 2020","Jul 26, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484832191l/33947188._SX50_.jpg,www/cover_439.png,Astrid Lindgren
Yaz Bitince,https://www.goodreads.com/author/show/16.Edith_Wharton,184,18842,3.67,3.0,"February 02, 2018","Jul 24, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378936499l/17875673._SX50_.jpg,www/cover_440.png,Edith Wharton
Pippi Uzunçorap Denize Açılıyor,https://www.goodreads.com/author/show/410653.Astrid_Lindgren,144,14260,4.13,4.0,"July 10, 2020","Jul 20, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484832453l/33947269._SX50_.jpg,www/cover_441.png,Astrid Lindgren
Rules of Civility,https://www.goodreads.com/author/show/4536964.Amor_Towles,342,270962,4.09,5.0,"July 06, 2020","Jul 18, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610662651l/11931826._SY75_.jpg,www/cover_442.png,Amor Towles
A Man Called Ove,https://www.goodreads.com/author/show/6485178.Fredrik_Backman,337,1213456,4.38,4.0,"July 06, 2020","Jul 12, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405259930l/18774964._SY75_.jpg,www/cover_443.png,Fredrik Backman
Pippi Uzunçorap,https://www.goodreads.com/author/show/410653.Astrid_Lindgren,144,209385,4.15,5.0,"June 28, 2020","Jul 05, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484832603l/33947385._SX50_.jpg,www/cover_444.png,Astrid Lindgren
Proud to be a Mammal,https://www.goodreads.com/author/show/84259.Czes_aw_Mi_osz,296,80,3.5,3.0,"June 12, 2020","Jul 05, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408198644l/7575592._SY75_.jpg,www/cover_445.png,Czesław Miłosz
A Gentleman in Moscow,https://www.goodreads.com/author/show/4536964.Amor_Towles,495,667259,4.32,5.0,"June 19, 2020","Jun 28, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1718915012l/34066798._SY75_.jpg,www/cover_446.png,Amor Towles
The Housekeeper and the Professor,https://www.goodreads.com/author/show/42775.Y_ko_Ogawa,180,97412,4.05,3.0,"June 13, 2020","Jun 13, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344313042l/3181564._SX50_.jpg,www/cover_447.png,Yōko Ogawa
Absolutely on Music: Conversations with Seiji Ozawa,https://www.goodreads.com/author/show/3354.Haruki_Murakami,293,7085,3.9,4.0,"June 06, 2020","Jun 11, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508519754l/30423015._SY75_.jpg,www/cover_448.png,Haruki Murakami
Primeval and Other Times,https://www.goodreads.com/author/show/296560.Olga_Tokarczuk,248,17865,4.27,4.0,"October 10, 2019","Jun 06, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489621832l/6617921._SX50_.jpg,www/cover_449.png,Olga Tokarczuk
"Kale Kapısı (Kimsecik, #2)",https://www.goodreads.com/author/show/2882570.Ya_ar_Kemal,484,88,4.42,5.0,"August 11, 2019","May 30, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425290450l/12605921._SY75_.jpg,www/cover_450.png,Yaşar Kemal
Kumkurdu,https://www.goodreads.com/author/show/5536424._sa_Lind,104,1342,4.43,4.0,"May 17, 2020","May 17, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1323888254l/13234880._SX50_.jpg,www/cover_451.png,Åsa Lind
Aslanyürekli Kardeşler,https://www.goodreads.com/author/show/410653.Astrid_Lindgren,256,42010,4.35,3.0,"May 12, 2020","May 12, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504429595l/36173045._SX50_.jpg,www/cover_452.png,Astrid Lindgren
Born a Crime: Stories from a South African Childhood,https://www.goodreads.com/author/show/15149526.Trevor_Noah,289,807200,4.49,5.0,"May 07, 2020","May 10, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473867911l/29780253._SY75_.jpg,www/cover_453.png,Trevor Noah
Sabırsız Yürek,https://www.goodreads.com/author/show/25573.Stefan_Zweig,460,21809,4.26,5.0,"February 02, 2018",May 2020,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413910676l/23430706._SY75_.jpg,www/cover_454.png,Stefan Zweig
"The Amber Spyglass (His Dark Materials, #3)",https://www.goodreads.com/author/show/3618.Philip_Pullman,465,383679,4.11,4.0,"April 09, 2020","Apr 19, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189152l/18122._SY75_.jpg,www/cover_455.png,Philip Pullman
Women Without Men: A Novel of Modern Iran,https://www.goodreads.com/author/show/3020635.Shahrnush_Parsipur,192,7213,3.73,3.0,"April 07, 2020","Apr 08, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348209043l/150373._SX50_.jpg,www/cover_456.png,Shahrnush Parsipur
Fındık Kabuğu,https://www.goodreads.com/author/show/2408.Ian_McEwan,152,57843,3.69,3.0,"April 04, 2020","Apr 04, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504728182l/36193146._SY75_.jpg,www/cover_457.png,Ian McEwan
Kumandanı Öldürmek,https://www.goodreads.com/author/show/3354.Haruki_Murakami,848,68899,3.91,4.0,"March 22, 2020","Mar 29, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541800624l/42740270._SX50_.jpg,www/cover_458.png,Haruki Murakami
Talking to My Daughter: A Brief History of Capitalism,https://www.goodreads.com/author/show/405898.Yanis_Varoufakis,224,21009,4.13,4.0,"March 15, 2020","Mar 21, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631750530l/39808472._SY75_.jpg,www/cover_459.png,Yanis Varoufakis
Homegoing,https://www.goodreads.com/author/show/14493315.Yaa_Gyasi,305,403259,4.47,4.0,"August 25, 2019","Mar 15, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448108591l/27071490._SY75_.jpg,www/cover_460.png,Yaa Gyasi
"The Three-Body Problem (Remembrance of Earth’s Past, #1)",https://www.goodreads.com/author/show/5780686.Liu_Cixin,472,493845,4.08,4.0,"February 20, 2020","Mar 06, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415428227l/20518872._SY75_.jpg,www/cover_461.png,Liu Cixin
Kadransız Saat,https://www.goodreads.com/author/show/3506.Carson_McCullers,256,3639,3.89,4.0,"August 11, 2019","Feb 20, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706975476l/51021738._SY75_.jpg,www/cover_462.png,Carson McCullers
"The Subtle Knife (His Dark Materials, #2)",https://www.goodreads.com/author/show/3618.Philip_Pullman,326,460063,4.15,4.0,"February 09, 2020","Feb 15, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505766360l/119324._SX50_.jpg,www/cover_463.png,Philip Pullman
Sanctuary,https://www.goodreads.com/author/show/3535.William_Faulkner,253,14851,3.63,2.0,"January 21, 2020","Feb 06, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290348786l/9743334._SY75_.jpg,www/cover_464.png,William Faulkner
Bir Dinozorun Gezileri,https://www.goodreads.com/author/show/5052223.M_na_Urgan,282,2385,4.21,5.0,"January 22, 2020","Jan 28, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438158008l/2006420._SY75_.jpg,www/cover_465.png,Mîna Urgan
Bir Dinozorun Anıları,https://www.goodreads.com/author/show/5052223.M_na_Urgan,353,6954,4.36,5.0,"January 16, 2020","Jan 20, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438157938l/2006419._SY75_.jpg,www/cover_466.png,Mîna Urgan
If Cats Disappeared from the World,https://www.goodreads.com/author/show/9851516.Genki_Kawamura,202,132977,3.79,3.0,"January 12, 2020","Jan 14, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542377525l/40740914._SY75_.jpg,www/cover_467.png,Genki Kawamura
Kanayak,https://www.goodreads.com/author/show/16009732.Gamze_Arslan,152,427,3.76,4.0,"January 06, 2020","Jan 11, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559369339l/46122911._SY75_.jpg,www/cover_468.png,Gamze Arslan
Çerçialan,https://www.goodreads.com/author/show/16009732.Gamze_Arslan,72,247,3.77,4.0,"January 06, 2020","Jan 06, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477319962l/32735610._SX50_.jpg,www/cover_469.png,Gamze Arslan
Aşk Mektupları,https://www.goodreads.com/author/show/6940739.Seval_ahin,196,11,4.27,4.0,"January 01, 2020","Jan 03, 2020",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529960224l/40644353._SX50_.jpg,www/cover_470.png,Seval Şahin
İnsan Neyle Yaşar?,https://www.goodreads.com/author/show/128382.Leo_Tolstoy,86,22131,3.98,5.0,"December 29, 2019","Dec 29, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603012041l/20887603._SY75_.jpg,www/cover_471.png,Leo Tolstoy
Rahel Tanrı’yla Hesaplaşıyor,https://www.goodreads.com/author/show/25573.Stefan_Zweig,80,2356,4.0,3.0,"December 28, 2019","Dec 28, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539261787l/42052093._SY75_.jpg,www/cover_472.png,Stefan Zweig
Genç Bir Doktorun Anıları,https://www.goodreads.com/author/show/3873.Mikhail_Bulgakov,164,24559,4.29,5.0,"December 27, 2019","Dec 27, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1599590534l/24562220._SY75_.jpg,www/cover_473.png,Mikhail Bulgakov
Değirmen,https://www.goodreads.com/author/show/116623.Sabahattin_Ali,140,5263,3.97,4.0,"December 25, 2019","Dec 26, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319483224l/7961910._SY75_.jpg,www/cover_474.png,Sabahattin Ali
Bir Çöküşün Öyküsü,https://www.goodreads.com/author/show/25573.Stefan_Zweig,56,9018,3.89,4.0,"December 25, 2019","Dec 25, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584623501l/34227949._SY75_.jpg,www/cover_475.png,Stefan Zweig
Frankissstein: A Love Story,https://www.goodreads.com/author/show/9399.Jeanette_Winterson,344,14278,3.53,3.0,"December 24, 2019","Dec 24, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547329058l/42123790._SY75_.jpg,www/cover_476.png,Jeanette Winterson
Nefha,https://www.goodreads.com/author/show/1257076.Sezgin_Kaymaz,200,283,3.56,3.0,"December 17, 2019","Dec 21, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545929610l/43373395._SX50_.jpg,www/cover_477.png,Sezgin Kaymaz
The Friend,https://www.goodreads.com/author/show/6633.Sigrid_Nunez,212,59586,3.72,4.0,"December 09, 2019","Dec 14, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544364669l/40164365._SY75_.jpg,www/cover_478.png,Sigrid Nunez
Milkman,https://www.goodreads.com/author/show/396165.Anna_Burns,352,70699,3.53,1.0,"November 21, 2019","Dec 09, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526985855l/36047860._SY75_.jpg,www/cover_479.png,Anna Burns
The Emissary,https://www.goodreads.com/author/show/92441.Y_ko_Tawada,138,13764,3.4,4.0,"November 21, 2019","Nov 21, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520028717l/35407631._SY75_.jpg,www/cover_480.png,Yōko Tawada
A Constellation of Vital Phenomena,https://www.goodreads.com/author/show/5989255.Anthony_Marra,384,55899,4.12,4.0,"October 21, 2019","Nov 20, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408313066l/18428067._SX50_.jpg,www/cover_481.png,Anthony Marra
"The Golden Compass (His Dark Materials, #1)",https://www.goodreads.com/author/show/3618.Philip_Pullman,399,1618035,4.03,5.0,"November 27, 2019","Nov 05, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505766203l/119322._SX50_.jpg,www/cover_482.png,Philip Pullman
The Word for World Is Forest,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,189,43754,4.07,4.0,"October 27, 2019","Nov 02, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312066600l/7672380._SX50_.jpg,www/cover_483.png,Ursula K. Le Guin
Kafamda Bir Tuhaflık,https://www.goodreads.com/author/show/1728.Orhan_Pamuk,480,16578,4.16,5.0,"January 08, 2018","Oct 27, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418300221l/23642646._SY75_.jpg,www/cover_484.png,Orhan Pamuk
Normal People,https://www.goodreads.com/author/show/15860970.Sally_Rooney,266,1867300,3.81,4.0,"October 06, 2019","Oct 14, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556822947l/41086877._SY75_.jpg,www/cover_485.png,Sally Rooney
The Travelling Cat Chronicles,https://www.goodreads.com/author/show/4823030.Hiro_Arikawa,247,103878,4.33,4.0,"September 30, 2019","Oct 05, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1708524249l/34211805._SY75_.jpg,www/cover_486.png,Hiro Arikawa
Silahlara Veda,https://www.goodreads.com/author/show/1455.Ernest_Hemingway,296,353867,3.82,3.0,"August 11, 2019","Sep 30, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357065773l/17201899._SX50_.jpg,www/cover_487.png,Ernest Hemingway
Convenience Store Woman,https://www.goodreads.com/author/show/8816506.Sayaka_Murata,163,373882,3.67,3.0,"September 16, 2019","Sep 18, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547717899l/43598479._SY75_.jpg,www/cover_488.png,Sayaka Murata
Uppsala Woods,https://www.goodreads.com/author/show/5767106._lvaro_Colomer,194,81,3.53,3.0,"September 11, 2019","Sep 14, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385989895l/18846634._SY75_.jpg,www/cover_489.png,Álvaro Colomer
Bildiğimiz Dünyanın Sonu,https://www.goodreads.com/author/show/211631.Erlend_Loe,224,3675,3.66,3.0,"September 07, 2019","Sep 09, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530634697l/40670880._SY75_.jpg,www/cover_490.png,Erlend Loe
Notes to Self,https://www.goodreads.com/author/show/4946577.Emilie_Pine,224,20428,4.1,5.0,"September 01, 2019","Sep 05, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558436152l/42373438._SY75_.jpg,www/cover_491.png,Emilie Pine
"Annihilation (Southern Reach, #1)",https://www.goodreads.com/author/show/33919.Jeff_Vandermeer,208,303350,3.8,4.0,"August 31, 2019",Sep 2019,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512571873l/36965054._SY75_.jpg,www/cover_492.png,Jeff Vandermeer
The unvanquished,https://www.goodreads.com/author/show/3535.William_Faulkner,175,6621,3.77,3.0,"August 19, 2019","Aug 30, 2019",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332188678l/13553167._SY75_.jpg,www/cover_493.png,William Faulkner
